#OTU ID,Y,Y20,Y20G,Y4,Y80,Y80G,taxonomy,rrn,rarity group
ASV_560,178,0,1,4,0,0,k__Bacteria,3.18,CRT
ASV_561,137,264,1,0,70,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Allokutzneria;s__Allokutzneria_sp._NRRL_B-24872,#N/A,#N/A
ASV_562,38,0,1,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_563,29,44,1,10,2,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer,10.65,CRT
ASV_564,26,4,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus,#N/A,#N/A
ASV_565,178,0,29,239,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,2.5,CRT
ASV_566,99,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10,CRT
ASV_567,0,31,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,1.67,CRT
ASV_568,0,10,0,0,41,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_569,0,59,0,0,2,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,1,CRT
ASV_57,26,145,0,362,184,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,#N/A,#N/A
ASV_570,0,36,0,0,5,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces,5,MT
ASV_571,1,4,0,0,60,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_572,1,27,1,1,20,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2,CRT
ASV_573,0,85,0,0,16,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,2.95,CRT
ASV_574,0,30,0,0,7,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,1.67,CRT
ASV_575,0,0,0,117,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.65,CRT
ASV_576,0,0,0,51,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_577,0,18,0,6,109,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_578,80,115,1,6,14,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,5.95,CRT
ASV_579,2,46,1,0,3,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,10.65,CRT
ASV_58,50,75,0,511,8,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._2086A,#N/A,#N/A
ASV_580,32,0,5,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__Klebsiella_pneumoniae_UCI_22,#N/A,#N/A
ASV_581,22,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2,MT
ASV_582,88,9,0,0,2,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_583,89,1,4,11,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_584,90,9,0,4,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_585,13,0,0,17,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,3.07,MT
ASV_586,28,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lentzea,#N/A,#N/A
ASV_587,1,32,0,0,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix,3,CRT
ASV_588,106,0,0,64,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Hydroptila_sp._AD-2013,2.21,CRT
ASV_589,0,38,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,2,CRT
ASV_59,7,0,0,801,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2.5,CRT
ASV_590,0,63,0,0,81,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,2.34,CRT
ASV_591,0,22,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas,#N/A,#N/A
ASV_592,0,25,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium,#N/A,#N/A
ASV_593,0,44,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora;s__Promicromonospora_sp._6727,5.95,MT
ASV_594,0,55,0,0,0,0,k__Bacteria,#N/A,#N/A
ASV_595,11,35,5,0,15,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lentzea,1.18,CRT
ASV_596,0,0,15,2,0,22,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,10.65,CRT
ASV_597,11,0,7,0,0,76,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_598,36,1,109,61,0,2,k__Bacteria;p__Proteobacteria,10.65,CRT
ASV_599,0,0,0,45,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,6,CRT
ASV_6,70,0,1,8087,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,5.95,MT
ASV_60,44,467,13,275,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea,3.18,CRT
ASV_600,0,0,25,388,0,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_601,0,20,0,32,0,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum,#N/A,#N/A
ASV_602,42,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli,#N/A,#N/A
ASV_603,109,63,2,0,24,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,#N/A,#N/A
ASV_604,30,0,12,0,1,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,#N/A,#N/A
ASV_605,81,10,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_606,27,87,0,19,11,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea,3,CRT
ASV_607,94,2,0,0,1,2,k__Bacteria,2.14,CRT
ASV_608,140,0,5,187,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,#N/A,#N/A
ASV_609,80,0,36,225,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,2.5,CRT
ASV_61,60,477,30,141,0,3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae,10,CRT
ASV_610,0,35,1,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,2,MT
ASV_611,0,32,0,0,1,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium,10.65,MT
ASV_612,9,331,0,5,81,0,k__Bacteria,#N/A,#N/A
ASV_613,12,58,0,0,0,5,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,1.18,CRT
ASV_614,1,18,3,1,17,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus,#N/A,#N/A
ASV_615,0,38,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,5.95,CRT
ASV_616,109,207,2,4,81,6,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.5,CRT
ASV_617,0,0,1,24,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,2,CRT
ASV_618,53,0,12,5,0,30,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,1.67,MT
ASV_619,185,1,13,5,0,178,k__Bacteria,2,MT
ASV_62,467,83,5,21,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,2.5,CRT
ASV_620,0,0,0,32,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,2,CRT
ASV_621,0,0,12,373,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,10.65,MT
ASV_622,1,0,7,807,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2.33,CRT
ASV_623,0,0,4,155,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,3.18,CRT
ASV_624,103,6,295,22,1,515,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10.86,CRT
ASV_625,0,0,0,52,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,6,CRT
ASV_626,0,0,0,35,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,#N/A,#N/A
ASV_627,0,3,0,0,33,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_628,1,0,47,76,0,114,k__Bacteria;p__Proteobacteria,3,CRT
ASV_629,17,38,1,2,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;s__Staphylococcus_sp._RCSR-NCCS-ST1,#N/A,#N/A
ASV_63,636,4,9,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,1,CRT
ASV_630,272,311,5,4,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,#N/A,#N/A
ASV_631,36,3,2,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,2.14,CRT
ASV_632,139,608,1,4,240,11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_633,56,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_634,141,1,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli,2,MT
ASV_635,18,11,0,0,0,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,#N/A,#N/A
ASV_636,28,1,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_637,5,17,2,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium,#N/A,#N/A
ASV_638,25,1,1,1,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga,3,CRT
ASV_639,47,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._RJ08,3.18,CRT
ASV_64,589,34,13,0,13,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,1.5,CRT
ASV_640,0,64,0,0,25,0,k__Bacteria,3.07,CRT
ASV_641,15,61,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,10.65,MT
ASV_642,0,7,0,0,58,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,10.86,CRT
ASV_643,0,36,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,10.65,MT
ASV_644,2,20,0,0,72,0,k__Bacteria,2,CRT
ASV_645,2,65,0,0,301,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,3.07,CRT
ASV_646,1,35,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,10.86,MT
ASV_647,0,34,0,0,15,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_648,8,0,12,10,0,24,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,3.44,CRT
ASV_649,1,0,25,4,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,10.65,CRT
ASV_65,430,69,7,0,170,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria;s__Lentzea_kentuckyensis,2.5,MT
ASV_650,2,0,1,154,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,6,CRT
ASV_651,0,0,0,62,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,5.95,CRT
ASV_652,1,0,0,201,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,2,CRT
ASV_653,10,0,14,24,1,65,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,1.67,CRT
ASV_654,39,9,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,4.39,CRT
ASV_655,20,31,11,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria,#N/A,#N/A
ASV_656,191,1,1,0,0,0,k__Bacteria,#N/A,#N/A
ASV_657,1,4,0,0,75,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,5.01,CRT
ASV_658,0,25,0,0,21,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_659,1,24,0,0,6,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,#N/A,#N/A
ASV_66,489,215,9,7,0,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_660,1,54,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,2,MT
ASV_661,26,19,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,#N/A,#N/A
ASV_662,1,41,0,2,0,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,MT
ASV_663,2,10,0,0,48,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_664,0,15,0,0,56,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_665,0,10,0,0,38,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,6.4,CRT
ASV_666,8,65,0,7,32,1,k__Bacteria,2.95,MT
ASV_667,0,58,0,0,16,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_668,0,0,14,0,0,29,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,5.95,CRT
ASV_669,6,0,5,3,0,58,k__Bacteria,5.95,CRT
ASV_67,0,0,0,674,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,#N/A,#N/A
ASV_670,6,0,45,5,0,14,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,2,CRT
ASV_671,17,0,8,16,0,32,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,2,CRT
ASV_672,0,0,58,12,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10.65,MT
ASV_673,0,0,0,46,0,0,k__Bacteria,#N/A,#N/A
ASV_674,0,0,1,30,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,2,ART
ASV_675,0,0,0,79,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,10.65,CAT
ASV_676,1,11,1,1,0,43,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,#N/A,#N/A
ASV_677,187,1,77,18,0,231,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_678,79,0,2,3,0,0,k__Bacteria;p__Proteobacteria,3.07,CRT
ASV_679,34,4,3,58,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.95,CRT
ASV_68,0,533,0,0,61,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_sp._YIM_65802,2,CRT
ASV_680,149,0,2,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_681,9,0,4,4,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Labrys,#N/A,#N/A
ASV_682,3,0,0,23,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2.14,CRT
ASV_683,70,0,0,50,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Hydroptila_sp._AD-2013,3.07,MT
ASV_684,102,0,3,45,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,3.18,CRT
ASV_685,0,76,0,0,0,0,k__Bacteria,2.5,CRT
ASV_686,0,19,0,0,5,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,2.95,CRT
ASV_687,0,33,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Bosea_thiooxidans,2,MT
ASV_688,0,31,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,#N/A,#N/A
ASV_689,0,20,0,0,84,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,1,MT
ASV_69,147,352,5,7,0,5,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,#N/A,#N/A
ASV_690,0,67,0,0,24,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_691,2,79,0,0,80,0,k__Bacteria,#N/A,#N/A
ASV_692,0,25,0,0,139,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,10.65,CRT
ASV_693,6,31,0,0,59,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,10.86,CRT
ASV_694,16,132,0,0,62,7,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,10.65,CRT
ASV_695,1,46,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter,#N/A,#N/A
ASV_696,17,344,2,1,117,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_insulae,10.65,MT
ASV_697,0,35,0,0,4,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,#N/A,#N/A
ASV_698,1,8,0,0,63,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2,CRT
ASV_699,0,8,9,1,8,3,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus,10.86,CRT
ASV_7,4,1,8,7374,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2,MT
ASV_70,15,142,7,297,63,74,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.33,CRT
ASV_700,1,0,46,8,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,3,CRT
ASV_701,6,0,0,151,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,#N/A,#N/A
ASV_702,0,0,0,39,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_703,2,0,0,77,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2,CRT
ASV_704,15,0,0,698,0,0,k__Bacteria;p__Proteobacteria,#N/A,#N/A
ASV_705,0,0,0,2,0,24,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,#N/A,#N/A
ASV_706,1,18,0,43,36,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,#N/A,#N/A
ASV_707,4,16,0,2,2,32,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_708,0,0,0,23,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10.65,CAT
ASV_709,0,3,0,27,11,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,2.14,CRT
ASV_71,187,152,41,106,118,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer,10.65,MT
ASV_710,0,1,0,0,29,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2,ART
ASV_711,0,2,0,0,85,0,k__Bacteria;p__Actinobacteria,#N/A,#N/A
ASV_712,0,11,0,0,83,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,10.65,CRT
ASV_713,43,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,5.95,CRT
ASV_714,112,0,2,6,0,22,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,MT
ASV_715,35,3,4,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2,CRT
ASV_716,109,20,0,0,0,6,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.86,CRT
ASV_717,28,0,18,2,2,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,2.95,CRT
ASV_718,2,38,0,0,82,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_719,4,1,2,3,0,8,0,#N/A,#N/A
ASV_72,31,2,644,78,0,176,k__Bacteria;p__Proteobacteria,1,CRT
ASV_720,21,11,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter_oerskovii,#N/A,#N/A
ASV_721,88,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5.95,MT
ASV_722,1,50,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,1,CRT
ASV_723,64,151,1,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_724,0,10,0,0,22,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,10.65,MT
ASV_725,0,19,0,1,37,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,10.65,CRT
